-7.0, 8.0, -6.0, 6.0, -9.0, -10.0, 8.0, -2.0, -9.0, 5.0, -3.0, -7.0, -1.0, -9.0, 8.0, -5.0, -8.0, -9.0, -5.0, 4.0, -4.0, 8.0, 9.0, -8.0, -7.0, 4.0, 8.0, -8.0, 3.0, 3.0, 91.0, 4.0, 2.0, 0.0, 5.0, -8.0, 0.0, -2.0, -8.0, -6.0, -2.0, 0.0, 6.0, -1.0, 1.0, -10.0, 30.0, 541.0
-8.0, -8.0, 4.0, 2.0, -3.0, 8.0, 4.0, 7.0, 2.0, 4.0, -3.0, -5.0, 0.0, 2.0, 6.0, 7.0, -10.0, -8.0, 1.0, 7.0, -7.0, 9.0, 5.0, 6.0, 4.0, 5.0, -6.0, -4.0, 1.0, -9.0, 35.0, 1.0, 6.0, -7.0, -2.0, -6.0, -5.0, -1.0, 4.0, 1.0, 7.0, -6.0, -7.0, 3.0, -10.0, 0.0, 58.0, 551.0
-10.0, -2.0, -8.0, 8.0, -4.0, -5.0, 1.0, -9.0, -9.0, 6.0, -6.0, -5.0, 8.0, -9.0, -7.0, -5.0, 2.0, 4.0, -3.0, 1.0, -10.0, -3.0, -2.0, 4.0, 7.0, -7.0, 1.0, 9.0, 9.0, 7.0, 36.0, -3.0, 8.0, 9.0, -5.0, -6.0, 1.0, -8.0, -9.0, 1.0, -8.0, -8.0, -2.0, 2.0, -6.0, -2.0, 18.0, 421.0
-9.0, -9.0, -6.0, -5.0, 1.0, 5.0, -4.0, 7.0, 0.0, -1.0, -4.0, 9.0, -1.0, 8.0, 3.0, 3.0, -6.0, 7.0, 8.0, -9.0, -6.0, 8.0, -5.0, 0.0, 2.0, -1.0, -3.0, -9.0, -6.0, -9.0, 9.0, -9.0, 0.0, -6.0, -8.0, -3.0, 4.0, -2.0, 7.0, -9.0, 3.0, -8.0, -5.0, -5.0, -7.0, 5.0, 2.0, 511.0
2.0, -2.0, 7.0, -9.0, 5.0, 7.0, 8.0, 7.0, -3.0, -2.0, 5.0, 6.0, 5.0, 9.0, -2.0, -5.0, -5.0, -6.0, -8.0, -7.0, -10.0, -6.0, 7.0, -4.0, 8.0, -6.0, 8.0, -7.0, 8.0, -6.0, 26.0, -2.0, -1.0, 5.0, -5.0, -8.0, -9.0, -5.0, -3.0, 1.0, -3.0, -1.0, -6.0, 4.0, -2.0, 6.0, 23.0, 731.0
-2.0, 0.0, 7.0, -2.0, 7.0, 6.0, -5.0, 2.0, 8.0, 6.0, 3.0, -5.0, 5.0, 6.0, -1.0, 7.0, 9.0, -9.0, 9.0, -10.0, -7.0, -9.0, -6.0, 5.0, 2.0, 0.0, 9.0, -1.0, 0.0, -2.0, 7.0, -7.0, 6.0, -9.0, 0.0, 9.0, -4.0, -6.0, 7.0, -9.0, 0.0, -8.0, -4.0, -9.0, 7.0, 1.0, 23.0, 601.0
4.0, 6.0, 8.0, 5.0, 4.0, -4.0, 4.0, -5.0, 7.0, 9.0, 2.0, 9.0, -4.0, -7.0, 8.0, -3.0, -4.0, 5.0, -4.0, 5.0, -10.0, 6.0, 2.0, 5.0, 4.0, -5.0, 3.0, 8.0, 5.0, -7.0, 63.0, 0.0, 1.0, 5.0, -1.0, 4.0, 8.0, 2.0, -1.0, 2.0, -9.0, 3.0, -8.0, 7.0, -5.0, 3.0, 63.0, 771.0
2.0, 7.0, -4.0, -6.0, 5.0, 5.0, 4.0, 9.0, -8.0, -4.0, 8.0, 1.0, -7.0, 6.0, 5.0, -9.0, 0.0, 3.0, -4.0, -7.0, 3.0, -7.0, -5.0, -9.0, 3.0, 4.0, -6.0, -8.0, -8.0, -9.0, 49.0, -1.0, -3.0, 5.0, 1.0, -9.0, -6.0, -5.0, -5.0, -3.0, -7.0, 3.0, 8.0, -7.0, -2.0, 7.0, 15.0, 671.0
5.0, 4.0, 2.0, 1.0, 0.0, -10.0, -3.0, 9.0, 0.0, -2.0, -10.0, 6.0, -6.0, -2.0, -5.0, 4.0, 0.0, -4.0, 2.0, 4.0, 8.0, 8.0, -7.0, 0.0, -9.0, -5.0, 3.0, 0.0, 4.0, 5.0, 1.0, -5.0, 1.0, -5.0, -10.0, -8.0, -4.0, 2.0, -4.0, 5.0, 1.0, 4.0, 9.0, -3.0, -4.0, -7.0, 30.0, 469.0
-3.0, -1.0, -1.0, 8.0, -7.0, -3.0, -7.0, 1.0, 9.0, 1.0, 2.0, -6.0, -7.0, -3.0, 1.0, -10.0, 6.0, -6.0, 4.0, 6.0, -3.0, 1.0, 6.0, -8.0, 7.0, 6.0, -4.0, 4.0, -6.0, -10.0, 74.0, 8.0, -10.0, 2.0, 4.0, 5.0, -10.0, 5.0, 4.0, -2.0, 3.0, -6.0, -7.0, 3.0, -10.0, -8.0, 15.0, 357.0
0.0, -5.0, 7.0, -9.0, 9.0, 7.0, 6.0, 7.0, 8.0, 7.0, -4.0, -2.0, 9.0, 4.0, 6.0, -6.0, 3.0, -3.0, 9.0, 1.0, 3.0, -8.0, -5.0, -8.0, 4.0, 4.0, 0.0, -2.0, -10.0, -9.0, 19.0, -1.0, 7.0, 9.0, -5.0, 2.0, -4.0, 0.0, 6.0, 7.0, 4.0, 7.0, 6.0, -3.0, 3.0, -6.0, 51.0, 737.0
-10.0, 9.0, -4.0, -6.0, -6.0, -10.0, 8.0, 5.0, 0.0, 2.0, 3.0, -8.0, -6.0, 1.0, 9.0, 3.0, -9.0, -5.0, -7.0, 2.0, 2.0, 6.0, -5.0, 2.0, -10.0, 6.0, 4.0, 5.0, 9.0, -9.0, 32.0, -3.0, 5.0, 8.0, 6.0, 5.0, -7.0, 0.0, 0.0, 2.0, 4.0, -1.0, 3.0, 4.0, -6.0, 7.0, 29.0, 571.0
-2.0, -3.0, -9.0, 9.0, 6.0, -2.0, 6.0, -4.0, 3.0, -7.0, -2.0, 9.0, -4.0, -3.0, 0.0, 2.0, -8.0, 2.0, -8.0, 4.0, 1.0, 0.0, 9.0, -5.0, -5.0, -3.0, -5.0, 9.0, 5.0, -1.0, 96.0, -3.0, -4.0, -1.0, 2.0, 9.0, -9.0, -4.0, -10.0, 6.0, 1.0, 9.0, -2.0, -10.0, 0.0, -7.0, 46.0, 491.0
8.0, 5.0, -2.0, 9.0, 7.0, 0.0, -10.0, 3.0, 7.0, -10.0, 2.0, -5.0, -2.0, -4.0, 4.0, 6.0, -8.0, -6.0, 0.0, -6.0, 8.0, -4.0, 6.0, -1.0, 0.0, 7.0, 5.0, -10.0, -6.0, -1.0, 50.0, 9.0, 7.0, 6.0, 0.0, -10.0, 6.0, 8.0, 3.0, -10.0, 2.0, -4.0, 8.0, 2.0, 8.0, -2.0, 63.0, 651.0
-7.0, -10.0, 8.0, -6.0, 0.0, 7.0, 7.0, 4.0, 1.0, -7.0, 7.0, -8.0, -5.0, -7.0, 4.0, 9.0, -7.0, -2.0, 0.0, 1.0, -2.0, 7.0, 2.0, -10.0, 3.0, -9.0, -3.0, 5.0, -2.0, 4.0, 95.0, -5.0, -10.0, -8.0, 8.0, 4.0, -1.0, 1.0, 5.0, 4.0, -8.0, 2.0, 3.0, -5.0, -8.0, 8.0, 85.0, 561.0
-10.0, -2.0, -8.0, 6.0, 7.0, 4.0, 9.0, -5.0, -9.0, 7.0, 2.0, -3.0, 6.0, -10.0, -2.0, -3.0, 5.0, 3.0, 6.0, 4.0, 6.0, 6.0, -4.0, -5.0, 3.0, 7.0, 5.0, -5.0, 7.0, 4.0, 9.0, 7.0, 3.0, -7.0, -3.0, 8.0, 1.0, 0.0, -2.0, -5.0, 0.0, 9.0, -10.0, -2.0, -7.0, -4.0, 0.0, 469.0
-1.0, -9.0, 5.0, 7.0, -5.0, 5.0, 4.0, -3.0, 5.0, -5.0, 2.0, 1.0, 2.0, -6.0, -5.0, 3.0, -8.0, -9.0, 1.0, 9.0, 7.0, -9.0, -4.0, -7.0, 3.0, -8.0, 1.0, 1.0, 9.0, -7.0, 94.0, 9.0, -7.0, -7.0, 6.0, 7.0, -5.0, 3.0, -10.0, -7.0, -4.0, 0.0, 0.0, 2.0, 4.0, -2.0, 7.0, 461.0
-4.0, 6.0, -2.0, -3.0, 4.0, 2.0, -2.0, 6.0, 6.0, 2.0, 8.0, 2.0, -9.0, 2.0, 8.0, 3.0, 3.0, 1.0, -4.0, -1.0, -8.0, 2.0, 3.0, -2.0, -2.0, -6.0, -9.0, 1.0, 9.0, 3.0, 60.0, -9.0, -2.0, -6.0, -7.0, -1.0, -3.0, -3.0, 9.0, 9.0, -3.0, -5.0, 7.0, 0.0, 6.0, -4.0, 80.0, 591.0
4.0, -6.0, 1.0, 1.0, 2.0, 6.0, 7.0, 5.0, 5.0, -4.0, -8.0, -3.0, -8.0, -7.0, 8.0, -3.0, -2.0, -6.0, 7.0, 7.0, -6.0, 6.0, -9.0, -10.0, -7.0, -10.0, -5.0, -9.0, 5.0, 7.0, 19.0, 7.0, -1.0, 4.0, -7.0, -3.0, 9.0, -3.0, -3.0, 9.0, 6.0, -10.0, -9.0, 6.0, -3.0, 2.0, 21.0, 541.0
4.0, 4.0, 8.0, 0.0, 9.0, -1.0, -9.0, -5.0, -9.0, 0.0, -7.0, 9.0, 6.0, -9.0, -4.0, -9.0, -2.0, 4.0, -2.0, 4.0, -1.0, 7.0, -6.0, 0.0, 0.0, 5.0, -3.0, 4.0, -10.0, 4.0, 52.0, -4.0, 0.0, -10.0, -3.0, -8.0, 3.0, -3.0, -2.0, 5.0, -6.0, -6.0, 6.0, 1.0, 6.0, 5.0, 67.0, 581.0
